amritsari fish,1
amritsari kulcha,1
baati,1
bhatura,1
bhindi masala,1
biryani,1
butter chicken,1
chaat,1
chana masala,1
chapati,1
chicken razala,1
chicken tikka,1
chicken tikka masala,1
chole bhature,1
daal baati churma,1
daal puri,1
dal makhani (kali dal),1
dal fara,1
dal,1
dal fry with tadka,1
dum aloo,1
poha,1
fara,1
firni,1
french bean aloo,1
gajar ka halwa,1
gajar matar aloo,1
gobhi matar,1
imarti,1
hari mutter ka nimona (green peas daal),1
jalebi,1
jaleba,1
kachori,1
kadai paneer,1
kadhi pakoda,1
karela bharta,1
katha meetha petha,1
kheer,1
khichdi,1
kofta,1
kulfi falooda,1
lauki ke kofte,1
lauki ki subji,1
litti chokha,1
makki di roti,1
mathura ke pede,1
methi saag,1
misi roti,1
mixed vegetable,1
moong dal ka halwa,1
murgh musallam,1
mushroom do pyaza,1
mushroom matar,1
naan,1
navrattan korma,1
pakhala,1
palak paneer,1
paneer butter masala,1
paneer tikka masala,1
pani puri,1
panjeeri,1
papad,1
paratha,1
pattor,1
phirni,1
pindi chana,1
pinni,1
rajma chaval,1
rajma,1
ramatori subji,1
rongi,1
samosa,1
samose,1
sattu ki roti,1
shahi paneer,1
shahi tukra,1
singhada halwa,1
sooji halwa,1
sweet pethas,1
vegetable jalfrezi,1
tandoori chicken,1
tandoori fish tikka,1
attu,1
avial,1
halwa,1
biryani,1
bisi bele bath,1
bonda,1
chettinadu chicken,1
chicken 65,1
currivepillai sadam,1
dibba rotti,1
dosa,1
double ka meetha,1
ennai kathirikkai,1
goli bajje,1
idiappam,1
idli,1
indian omelette,1
kaara kozhambu,1
kanji,1
keerai kootu,1
keerai masiyal,1
keerai poriyal,1
keerai sadam,1
kerala beef fry,1
koottu,1
kori rotti,1
kos kootu,1
koshambri,1
kothamali sadam,1
kuzhakkattai,1
kuzhambu,1
masala dosa,1
nandu omelette,1
obbattu,1
holige,1
bobbattu,1
pooran-poli,1
olan,1
pachadi,1
paniyaram,1
papadum,1
paravannam,1
parotta,1
paruppu sadam,1
payasam,1
pesarattu,1
pongal,1
poriyal,1
puli sadam,1
puttu,1
ragi mudhe,1
rasam,1
sajjige,1
sakkara pongal,1
sambar,1
sandige,1
sevai,1
sevai lunch,1
thayir sadam,1
mosaranna,1
theeyal,1
thengai sadam,1
uttapam,1
vada,1
varuval,1
wheat upma,1
yelumincham sadam,1
chitranna,1
amti,1
zunka,1
pitla,1
kolim,1
jawla,1
saath,1
naralachi vadi,1
khobryachi vadi,1
coconut vadi,1
bajri no rotlo,1
modak,1
barfi,1
basundi,1
bhakri,1
karanji,1
bombil fry,1
chaat,1
chakri,1
chakali,1
chevdo,1
cholafali,1
chorafali,1
copra paak,1
daal dhokli,1
dabeli,1
dahi vada,1
dalithoy,1
dhokla,1
doodhpak,1
dudhi no halwo,1
dum aaloo,1
pohe,1
gajar halwo,1
gatta curry,1
ghari,1
ghooghra,1
gud papdi,1
gol papdi,1
gulab jamun,1
halvasan,1
handwo,1
gur,1
jalebi,1
jeera aloo,1
juvar no rotlo,1
kansar,1
keri no ras,1
khakhra,1
khandvi,1
kombdi vade,1
koshimbir,1
laapsi,1
laddu,1
locha,1
malpua,1
methi na gota,1
modak,1
mohanthal,1
muthiya,1
oondees,1
panipuri,1
patra,1
pav bhaji,1
penda,1
pooran-poli,1
puri,1
puri bhaji,1
rasya muthia,1
sabudana khichadi,1
sev khamani,1
sev tameta,1
shakarpara,1
namakpara,1
shankarpali,1
shiro,1
shrikhand,1
sohan papdi,1
soonvali,1
sukhdi,1
surnoli,1
sutarfeni,1
thalipeeth,1
undhiyu,1
upmaa,1
vada pav,1
veg kolhapuri,1
vindaloo,1
ghebar or ghevar,1
lilva kachori,1
maghaz,1
undhiyu,1
mag dhokli,1
khichu,1
thepla,1
farsi puri,1
khaman,1
turiya patra vatana sabji,1
mohan thaal,1
churma ladoo,1
